,path,label
1710,data/objonly/04090263_obj/22e4139b7fd37bda2538e024d06c30fd.obj,rifle
9071,data/objonly/03636649_obj/a72410196463086561fc247a18f47792.obj,lamp
7267,data/objonly/02691156_obj/4385e4300e72e49e90b1d6deb98feec6.obj,airplane
7572,data/objonly/02691156_obj/1560968d05cd8887cc14f1e6f4f4f49b.obj,airplane
1238,data/objonly/04256520_obj/5599465b099deb5064810cc21086da42.obj,sofa
5060,data/objonly/02828884_obj/2d80f237dfa7e73e5b7bc62e486d578c.obj,bench
7119,data/objonly/02691156_obj/3ac64a2c67cb44f19777d69c8d47140.obj,airplane
5585,data/objonly/04379243_obj/126b0452fa8b16bbf7ba6397f9858441.obj,table
9688,data/objonly/03636649_obj/ad7dbc3a78d37b4c8616812464c86290.obj,lamp
4593,data/objonly/02828884_obj/247227d258f2c239d4d8765e3910f617.obj,bench
3696,data/objonly/03001627_obj/286c07abeb67b83bf7248d9dbed7a7b8.obj,chair
2898,data/objonly/03001627_obj/38141adb391a039ff3c330baa382ded9.obj,chair
6379,data/objonly/04379243_obj/1bd555bd6f08c5f4f90f8519e58d5382.obj,table
5860,data/objonly/04379243_obj/3838d78a4b4a76282027cee422df2aa3.obj,table
821,data/objonly/04256520_obj/306679647d906c39bbc7a6acbd8f058b.obj,sofa
7037,data/objonly/02691156_obj/60b5f5da40e0dd33579f6385fdd4245b.obj,airplane
4527,data/objonly/02828884_obj/3776c500e1654d55c50517751ed5f28c.obj,bench
10387,data/objonly/03636649_obj/9afc2aefd6b17db014038d588fd1342f.obj,lamp
8161,data/objonly/02691156_obj/1c798f3e8bcaaed6f34c3a85e57ba71c.obj,airplane
5608,data/objonly/04379243_obj/20765ccd89f9d915d200faae04ce3f8.obj,table
8081,data/objonly/02691156_obj/4bdb2c4fc6701174ca8607f540cc62ba.obj,airplane
8995,data/objonly/03636649_obj/9a976020602ee60b5fc8f4c1fc00b380.obj,lamp
7330,data/objonly/02691156_obj/2767994ce3078824f38bce64a8733419.obj,airplane
2915,data/objonly/03001627_obj/4363eb3e65ada91ae3f7a74e12a274ef.obj,chair
4950,data/objonly/02828884_obj/6152fd8b7b5b10df436455e65b78c0e3.obj,bench
8073,data/objonly/02691156_obj/21e9ae6cdd3ddc27e1c97634acf0214.obj,airplane
2350,data/objonly/03001627_obj/1a38407b3036795d19fb4103277a6b93.obj,chair
9953,data/objonly/03636649_obj/816bafd4dd0a04756da1275102abcdb1.obj,lamp
6104,data/objonly/04379243_obj/2367a0e01767df36dc40b058754deaf8.obj,table
5329,data/objonly/04379243_obj/27cd239b41129a13c19a59cdcb309b91.obj,table
6668,data/objonly/04379243_obj/17f4b14ebbe37179ab2b7e9ed9191486.obj,table
6166,data/objonly/04379243_obj/16532364b5876d3881a172d69c52a28a.obj,table
4962,data/objonly/02828884_obj/4526eecda7ff1136ad5067eac75a07f7.obj,bench
5178,data/objonly/02828884_obj/531658856a6347b1f4b6538438a0b930.obj,bench
3209,data/objonly/03001627_obj/2581685a8aeff78b713decb1a0563b12.obj,chair
1260,data/objonly/04256520_obj/22da5fee0352cf194b3c42e318f3affc.obj,sofa
7300,data/objonly/02691156_obj/136c2b868c5326dbba5db366aa3ac475.obj,airplane
9016,data/objonly/03636649_obj/aff71b0d462342aa4bf6dad97590bf33.obj,lamp
3425,data/objonly/03001627_obj/114b563de051057fcda85f6a3e19b0a1.obj,chair
7684,data/objonly/02691156_obj/37b1f7f02c4b87dbca8607f540cc62ba.obj,airplane
1074,data/objonly/04256520_obj/1acdc3f794d927fd63fba60e6c90121a.obj,sofa
3718,data/objonly/03001627_obj/4b79197258fad3363efeda73d60343e4.obj,chair
1295,data/objonly/04090263_obj/605cfb5fcdef75539e6170029f747a35.obj,rifle
4283,data/objonly/02828884_obj/8d28e56cf5d2bfc8c3deaacdfa0e1e8e.obj,bench
3210,data/objonly/03001627_obj/3f7c81bc7eab161e19fb4103277a6b93.obj,chair
5962,data/objonly/04379243_obj/2bafe9aa12aa1d3bfebad4f49b26ec52.obj,table
3707,data/objonly/03001627_obj/3021054d61c4862bf29666f384be6c43.obj,chair
2200,data/objonly/04090263_obj/1a289f162d63c0fa8dba2b86f956c537.obj,rifle
9803,data/objonly/03636649_obj/f41b9c3cb9243780dce4754e673446ce.obj,lamp
1577,data/objonly/04090263_obj/51b6fab73fc9ea886a34aa94ca8a3355.obj,rifle
1450,data/objonly/04090263_obj/164248eefde5ce846314c3b6a3a65519.obj,rifle
9159,data/objonly/03636649_obj/a1d2f39cb17540e8988abef1fd117e7.obj,lamp
1808,data/objonly/04090263_obj/4a56ba0b85af56703bbe4035b770f62b.obj,rifle
7829,data/objonly/02691156_obj/5c63ad3688c623b1a787d03c28977672.obj,airplane
853,data/objonly/04256520_obj/187386c46e9fb3a44b3c42e318f3affc.obj,sofa
9829,data/objonly/03636649_obj/9b1c1def3467c1a7d197f67767b32741.obj,lamp
8154,data/objonly/02691156_obj/304c2daaf96c79138cdbee8c4dbbdd7c.obj,airplane
175,data/objonly/04256520_obj/1896f141f12a0df135836c728d324152.obj,sofa
8217,data/objonly/02691156_obj/4bb41171f7e6505bc32f927674bfca67.obj,airplane
2552,data/objonly/03001627_obj/331ddb6fd9c333456cbf78e1e89022.obj,chair
843,data/objonly/04256520_obj/37fa77e9e48371545397d07b571cbcb.obj,sofa
5876,data/objonly/04379243_obj/2e2894138df855b26f88aa1b7f7cc6c6.obj,table
7202,data/objonly/02691156_obj/5c43f5436b308ed89a6e43b878d5b335.obj,airplane
3433,data/objonly/03001627_obj/411a1a4ac8ade7da76e9713f57a5fcb6.obj,chair
1900,data/objonly/04090263_obj/64559ac87f100d517246c79258663695.obj,rifle
7814,data/objonly/02691156_obj/3b3b2777be8b6b31ca8607f540cc62ba.obj,airplane
8540,data/objonly/02958343_obj/1e0ada2b1891ea39e79e3bf25d5c768e.obj,car
3058,data/objonly/03001627_obj/2d6ec4afb0ef827e2c5b2f528cea9dd6.obj,chair
333,data/objonly/04256520_obj/3aeae4150fce9f79ed3b18fbf7db0d.obj,sofa
8176,data/objonly/02691156_obj/45570756a871989cfb5c1b0f759e2bc1.obj,airplane
4181,data/objonly/02828884_obj/5d68fdf84dfdc4809f136629ee03397d.obj,bench
3224,data/objonly/03001627_obj/33abfbb0993473bd71a782a4379556c7.obj,chair
11054,data/objonly/03636649_obj/ab53b6e7b2f87cb5c1935c9110af1bff.obj,lamp
10952,data/objonly/03636649_obj/3ca37e415fe44ec2ebeb1e6a8111f53.obj,lamp
6521,data/objonly/04379243_obj/2a80c95b4bbcb73d87ed2480ebb0f3d2.obj,table
5491,data/objonly/04379243_obj/176e3b32d749ac94d79f2fc0b8d8ffad.obj,table
4362,data/objonly/02828884_obj/54547a5cbc7cd402c955e5ed03ef3a2f.obj,bench
3505,data/objonly/03001627_obj/465ea1eb1c76c1478d1fe8cdc415f4c5.obj,chair
424,data/objonly/04256520_obj/2c1c9fb6e940c636b1467c71658cc329.obj,sofa
4683,data/objonly/02828884_obj/35948e4d06a9b07e8ba8ff316aec8d3d.obj,bench
11202,data/objonly/03636649_obj/12d44fd814bc9b40ec2a7a1f5fe7365d.obj,lamp
3935,data/objonly/03001627_obj/3a8b5f5a627bb2e199b439fff97886d6.obj,chair
5864,data/objonly/04379243_obj/2afbff3cd25cdd426392a5b643ed5e3.obj,table
4820,data/objonly/02828884_obj/89cb6473e1b3882af7436fe692c24f3e.obj,bench
1716,data/objonly/04090263_obj/17bb6d46e1b07ed789cff8e09537ec10.obj,rifle
590,data/objonly/04256520_obj/608d9d8434e52a71eaf14273fa406ffc.obj,sofa
7986,data/objonly/02691156_obj/53958f924a50069090baeef8ba5b93e5.obj,airplane
6586,data/objonly/04379243_obj/1f7143556f4d75522d1adc013ed654e9.obj,table
10893,data/objonly/03636649_obj/3b90765f78db34cdb827dc66c75bf2d5.obj,lamp
11042,data/objonly/03636649_obj/69222648c3e3ed986c348bc129690193.obj,lamp
9885,data/objonly/03636649_obj/b2bdd202470b4166f3a29b1591515940.obj,lamp
6901,data/objonly/02691156_obj/2e3c317357ecb038543941eaaf04581f.obj,airplane
5055,data/objonly/02828884_obj/72d098aad341ae4c436455e65b78c0e3.obj,bench
2394,data/objonly/03001627_obj/3e5e00868a2dfffa7a31dd5af93fdb5c.obj,chair
2495,data/objonly/03001627_obj/445d6cef46b853ee713decb1a0563b12.obj,chair
5353,data/objonly/04379243_obj/1db2c973f2a3b154659277e23bf9b970.obj,table
11020,data/objonly/03636649_obj/1d89da4ac1538ada9c949ae6274aa016.obj,lamp
5494,data/objonly/04379243_obj/3037fac5bc67207e23fa92d98173c06f.obj,table
7391,data/objonly/02691156_obj/4bca81eedcc3da52b8013668e30e23b0.obj,airplane
4127,data/objonly/03001627_obj/206dcd879e5c3fe8df4cfe396cee719e.obj,chair
10673,data/objonly/03636649_obj/52e15c498d33748d53227dcd0d547ba6.obj,lamp
3957,data/objonly/03001627_obj/185bcb9bcec174c9492d9da2668ec34c.obj,chair
7205,data/objonly/02691156_obj/57c4a88a7b2e10f14c971d5c531b9d1c.obj,airplane
5826,data/objonly/04379243_obj/114520b78a1726cf86de8d6734d81fc9.obj,table
873,data/objonly/04256520_obj/2bec1d8c0e8a1b3b7b98092cf509b83.obj,sofa
9484,data/objonly/03636649_obj/27910c314eadb1109998b4eb812699dd.obj,lamp
10541,data/objonly/03636649_obj/80650d082f6d45fc53fa79783efbc3bf.obj,lamp
4932,data/objonly/02828884_obj/2b6ac3eb1232e99b3cf1509e0eed7683.obj,bench
10689,data/objonly/03636649_obj/534c7e2c9495d7987b6fd5468f603b31.obj,lamp
9847,data/objonly/03636649_obj/ef9e0709f535c549b3914c1351b16c4d.obj,lamp
1402,data/objonly/04090263_obj/55fe2a8c65c9f24424ee6c77dead162b.obj,rifle
9865,data/objonly/03636649_obj/5f4bc8ad5a1a0dd4cccbece4754c7cf.obj,lamp
1032,data/objonly/04256520_obj/4ed1591fa1c692df44265a262962e6ef.obj,sofa
968,data/objonly/04256520_obj/1867c1751ae7bb2829024035009201d2.obj,sofa
1680,data/objonly/04090263_obj/597f7914fa401ce1433d7c8e9cebd7c2.obj,rifle
3974,data/objonly/03001627_obj/3f194ed2680ac0f4f875094dbf5fec47.obj,chair
2304,data/objonly/03001627_obj/2892ab19f2d3a88a3ee8e30b29f70dfc.obj,chair
4779,data/objonly/02828884_obj/717019a5d139874f44dfa7c5506ef235.obj,bench
8928,data/objonly/02958343_obj/30776fb35aa99150ee3dd0c47654345b.obj,car
8493,data/objonly/02958343_obj/10716a366de708b8fac96522b26f7fd.obj,car
4355,data/objonly/02828884_obj/918507f83ae9eb64ad5067eac75a07f7.obj,bench
939,data/objonly/04256520_obj/6bd1d677786634ad27118ebb1d23c10.obj,sofa
3072,data/objonly/03001627_obj/4b71f633ddb55c6e309160eb001312fe.obj,chair
514,data/objonly/04256520_obj/1ff1912cc74a76c3b2152dcc3ff6a477.obj,sofa
4271,data/objonly/02828884_obj/8f824b462a2870fd98e0d1738edd4f19.obj,bench
2912,data/objonly/03001627_obj/18005751014e6ee9747c474f2e537e26.obj,chair
11048,data/objonly/03636649_obj/e515076a09191d075fa6da97b9eb4a2f.obj,lamp
8699,data/objonly/02958343_obj/3044f0bf0ab7fd8d476502dcb0dc5465.obj,car
5657,data/objonly/04379243_obj/3622046c1b2266a0fad46760e869d184.obj,table
5038,data/objonly/02828884_obj/14a73dd6b5d7ef35feea12256ad59f11.obj,bench
6470,data/objonly/04379243_obj/1ef656b0524b755eca6c3f11f48d07ed.obj,table
1869,data/objonly/04090263_obj/6b14119033dccaa5d735fa1ab17311ec.obj,rifle
4850,data/objonly/02828884_obj/3a4ab482c4d344eb2fed5f7b90bc9e3c.obj,bench
1723,data/objonly/04090263_obj/16c510cfb4186a46d44d717fb37058d9.obj,rifle
9020,data/objonly/03636649_obj/94af43cc530f8c4649244b68aadec703.obj,lamp
5911,data/objonly/04379243_obj/17bd2a95d2c691326fb8d4cf06fb5045.obj,table
7663,data/objonly/02691156_obj/3c1e298b4222f4d15d3bbd70fc7759b7.obj,airplane
5010,data/objonly/02828884_obj/9787be3282d13a159a3528690d225ee1.obj,bench
5026,data/objonly/02828884_obj/7cc80dbf0cb6f4c6b8134b0fbf68257d.obj,bench
1252,data/objonly/04256520_obj/58447a958c4af154942bb07caacf4df3.obj,sofa
3378,data/objonly/03001627_obj/374b3757a04c6ab6b9569033586af233.obj,chair
8358,data/objonly/02958343_obj/36a5117c64d8ca6ca10cf495b6dc4ef.obj,car
1397,data/objonly/04090263_obj/58e1eb81bae67052c79f92df566f8c6b.obj,rifle
3067,data/objonly/03001627_obj/1953d62a63721f17df6cfab91d65bb91.obj,chair
4445,data/objonly/02828884_obj/5bb40ee2f4893358d4d8765e3910f617.obj,bench
10342,data/objonly/03636649_obj/4d6bced89943df73b4edf02c99e16daa.obj,lamp
8765,data/objonly/02958343_obj/29b558ed31fcbb48a2cf64b275615f0b.obj,car
2700,data/objonly/03001627_obj/1f3591151aef17ab997a9cd87230da.obj,chair
3147,data/objonly/03001627_obj/1c685bc2a93f87a2504721639e19f609.obj,chair
4697,data/objonly/02828884_obj/9aafd6c69c331aef535e3a87e2212e35.obj,bench
1523,data/objonly/04090263_obj/2b997d20df6ec1b7e290ca81b042ebb4.obj,rifle
5706,data/objonly/04379243_obj/2ff9f572b715e86b1cfb6a573ef73942.obj,table
10442,data/objonly/03636649_obj/57dfd0ac5a78c9322f841233486fac2b.obj,lamp
4579,data/objonly/02828884_obj/16592a1467b7751fbb9faba74eec2c74.obj,bench
5582,data/objonly/04379243_obj/211f8bcd0542292a90eb1f8a00f61726.obj,table
349,data/objonly/04256520_obj/67708b6fc3e76563ca691253f597ebb8.obj,sofa
2349,data/objonly/03001627_obj/2bcf0b0586570ffe6c63b8b48495261a.obj,chair
4879,data/objonly/02828884_obj/7de0323af143c38bd4d8765e3910f617.obj,bench
6549,data/objonly/04379243_obj/2d1d8a2f976387bd3145205f02ff9fc5.obj,table
1530,data/objonly/04090263_obj/45030c1a84e0c23d7ec95138ef83ef2f.obj,rifle
7242,data/objonly/02691156_obj/5abba5b86814b98a9f4ab5ced9b9495.obj,airplane
6431,data/objonly/04379243_obj/24f753c88ee4376f19fb4103277a6b93.obj,table
6053,data/objonly/04379243_obj/1cc337d9f3f6d8f47f45370489ca3156.obj,table
1979,data/objonly/04090263_obj/3d0b35ba89b8c600efb47d8e2c9f3b57.obj,rifle
8230,data/objonly/02691156_obj/33c8abb3658f2d4219e06ee1b2e7b1b4.obj,airplane
211,data/objonly/04256520_obj/6aac93deb58a35f56a3237a661a9fa9.obj,sofa
261,data/objonly/04256520_obj/30e95358ed817addbaa0f6b191f18222.obj,sofa
5327,data/objonly/04379243_obj/18cea57b061a65e5a346e6ee1c343985.obj,table
9306,data/objonly/03636649_obj/2ac3425dd13590ef1f9097f35cf9fde9.obj,lamp
9886,data/objonly/03636649_obj/2af78c0b040634e5881cd5e2fd8f0f3b.obj,lamp
176,data/objonly/04256520_obj/1441ae85e34e1564ad33b69f9597739.obj,sofa
3756,data/objonly/03001627_obj/38fed916a35dd43d7c8c503b4b873379.obj,chair
7969,data/objonly/02691156_obj/15898fef6fec88c53ada73811bb576de.obj,airplane
5241,data/objonly/02828884_obj/4e3e67fa22620b82056b4bd5d870b47.obj,bench
1632,data/objonly/04090263_obj/2f5dd43b4ffd7d433dd48eebe8f7b24.obj,rifle
4973,data/objonly/02828884_obj/50a3b398b3a2e5979ec4bb690ca24962.obj,bench
6845,data/objonly/02691156_obj/58fadbeceb7e239724f575085333a65b.obj,airplane
6236,data/objonly/04379243_obj/2aad9a8f3db3272b916f241993360686.obj,table
6778,data/objonly/04379243_obj/372a6ff9847c899bfdb026c58bb97e2e.obj,table
7297,data/objonly/02691156_obj/2c83e01a7a4423c74d4cb1c2a5e48b7a.obj,airplane
997,data/objonly/04256520_obj/52d307203aefd6bf366971e8a2cdf120.obj,sofa
5929,data/objonly/04379243_obj/1315d61d095210c05510d59f3ab1ed64.obj,table
3413,data/objonly/03001627_obj/341fcdd8a40a2612456cbf78e1e89022.obj,chair
5774,data/objonly/04379243_obj/1408914f71c66166febad4f49b26ec52.obj,table
7669,data/objonly/02691156_obj/563cef4df464ddb1e153dd90dac45a6d.obj,airplane
315,data/objonly/04256520_obj/625ffe6a78f1697d87ea4c09ea2202b1.obj,sofa
5548,data/objonly/04379243_obj/214e52abf34b4e18ab96a46a16fcc9c.obj,table
6173,data/objonly/04379243_obj/1dffc3840500e89ab8e1b99345a5afd4.obj,table
1783,data/objonly/04090263_obj/3d5bdd3fb1f4ac0e12a8e5e6e6618c8e.obj,rifle
5525,data/objonly/04379243_obj/20cba21d7122fec4784a45ea6efa1d77.obj,table
2822,data/objonly/03001627_obj/331e7c7897b8243694887ea54f3cfb87.obj,chair
2212,data/objonly/04090263_obj/6536ba618390e1688e4cfca4542c1342.obj,rifle
4952,data/objonly/02828884_obj/58a09612c838e441e7b89654b68b9e5b.obj,bench
9147,data/objonly/03636649_obj/8522fb13bfa443d33cabd62faf4bd0f0.obj,lamp
1792,data/objonly/04090263_obj/164fc79c2ecf843bc8e292146f3d4d52.obj,rifle
1803,data/objonly/04090263_obj/2eea6b3bddd73b1be768fc5ed1ac23d0.obj,rifle
359,data/objonly/04256520_obj/3c56ceef171fa142126c0b0ea3ea0a2c.obj,sofa
5138,data/objonly/02828884_obj/2fd70e9049377e22d4d8765e3910f617.obj,bench
8616,data/objonly/02958343_obj/193ec1089f0a98a36518e6cd1fbc5fab.obj,car
5994,data/objonly/04379243_obj/1797eec0a23dcb1dff29be004a6f7c0a.obj,table
1235,data/objonly/04256520_obj/3a72dc930392152e27787a85c3bfabc6.obj,sofa
8115,data/objonly/02691156_obj/4ed01f44e3e422dff64801ad2940cdd5.obj,airplane
5130,data/objonly/02828884_obj/7c5bebe21d2f9232af268f6180933aa3.obj,bench
6854,data/objonly/02691156_obj/39fce052e13f97a57a10aa3eec436422.obj,airplane
8257,data/objonly/02691156_obj/5f9707e5f6b820275823df672991ed66.obj,airplane
3063,data/objonly/03001627_obj/388ffdd2dd3c0dc0780672cae8ec94c.obj,chair
4688,data/objonly/02828884_obj/3e59aa33fcf672b8f4fb4dee5181bee.obj,bench
6416,data/objonly/04379243_obj/3736ae6b32d288fad832a3fe59576848.obj,table
8833,data/objonly/02958343_obj/368c8d09c88404999be54f79e28fa49d.obj,car
7596,data/objonly/02691156_obj/389dd6f9d6730b0e29143caa6b05e24f.obj,airplane
8791,data/objonly/02958343_obj/25c292692638406620f29d4da2b76f7a.obj,car
328,data/objonly/04256520_obj/1914d0e6b9f0445b40e80a2d9f005aa7.obj,sofa
5295,data/objonly/04379243_obj/2fc468b98c0cd227c8830fa1ef6e3e71.obj,table
9279,data/objonly/03636649_obj/d9f6bd064c9fd456fcb8d8c6d4df8143.obj,lamp
2220,data/objonly/04090263_obj/2632b2d716be1677914c738e92faad58.obj,rifle
6226,data/objonly/04379243_obj/2555c9df5fa919692250bf58700b4d8f.obj,table
7726,data/objonly/02691156_obj/1e8adc1e176bc68571d03b466c72ce41.obj,airplane
7091,data/objonly/02691156_obj/2f01cae5fb585d56ca8607f540cc62ba.obj,airplane
11074,data/objonly/03636649_obj/9d66a6faebd46b1d68661782af60b711.obj,lamp
8657,data/objonly/02958343_obj/164c8597d8eae2f6f21c3b61f0b564c4.obj,car
4107,data/objonly/03001627_obj/3ff4401d898b488a601104cd2d998272.obj,chair
8326,data/objonly/02958343_obj/33211aabfefa14603b05c2ad25b4380f.obj,car
11101,data/objonly/03636649_obj/d3e5c225e8ec17ece4a604577ef990de.obj,lamp
1625,data/objonly/04090263_obj/5ce262d2d63b4c56357baa13baa16351.obj,rifle
3264,data/objonly/03001627_obj/3e34987bd5e7cf0e6c5cd45aa112726.obj,chair
1664,data/objonly/04090263_obj/1690354ea489c58e493055786e8f9359.obj,rifle
1902,data/objonly/04090263_obj/404acdd4cbb0544eeab5ee569c9de1b1.obj,rifle
6574,data/objonly/04379243_obj/30e0f3d959b16c64473f10e6caaeca56.obj,table
8220,data/objonly/02691156_obj/1d5708929a4ae05842d1180c659735fe.obj,airplane
10461,data/objonly/03636649_obj/5428e217da1af02822a33e080d0e71c.obj,lamp
8824,data/objonly/02958343_obj/383f8d508b6f25f565d21723f535417.obj,car
10733,data/objonly/03636649_obj/1c7f8ad295bcc3795a233e989a47d3aa.obj,lamp
6394,data/objonly/04379243_obj/1613e86311fd7601c103f0a69924253f.obj,table
8913,data/objonly/02958343_obj/316086c3587f9c07d4db32f454eb6c4e.obj,car
1976,data/objonly/04090263_obj/144201418b5dccef1a857c47fd0ecdc3.obj,rifle
7187,data/objonly/02691156_obj/30acfedb688a62e72ce638efd383ace8.obj,airplane
2825,data/objonly/03001627_obj/2df489b6a14404b3febad4f49b26ec52.obj,chair
3082,data/objonly/03001627_obj/3dc8243b17bc790620768660cf080d12.obj,chair
1736,data/objonly/04090263_obj/36d72181bce0939c49f0e3dd7767881.obj,rifle
4065,data/objonly/03001627_obj/2ed972dad69431ab89f8949830ad07fd.obj,chair
10220,data/objonly/03636649_obj/77fb025b8a2314787eaeab1f0c9120b7.obj,lamp
8076,data/objonly/02691156_obj/3e7e119508f0abf935fc197bbabcd5bd.obj,airplane
2423,data/objonly/03001627_obj/31dacef35c2d68cd7d5059679be663cd.obj,chair
104,data/objonly/04256520_obj/33eaa3a6a05575ab14038d588fd1342f.obj,sofa
3018,data/objonly/03001627_obj/3684490885c259e688235335f9e630b0.obj,chair
10548,data/objonly/03636649_obj/9cb61effca346d48eeed1ac073f42256.obj,lamp
548,data/objonly/04256520_obj/682bc1622b438e58dd97e8e261a01f65.obj,sofa
438,data/objonly/04256520_obj/22f89fd9e2a9f1a6bb6bc0db07c71e8.obj,sofa
11192,data/objonly/03636649_obj/7a67bb268436b3636a578f1b525d976c.obj,lamp
10768,data/objonly/03636649_obj/d508d163bd2e50a41b62028fb8bbd788.obj,lamp
4877,data/objonly/02828884_obj/5b5d3f675f8d0bfdd2b12aa6a0f050b3.obj,bench
3740,data/objonly/03001627_obj/47aca56ff3a7b8a71a782a4379556c7.obj,chair
8381,data/objonly/02958343_obj/12cd99c20b1a5a932e877e82c90c24d.obj,car
9371,data/objonly/03636649_obj/ed45838f0c557b778a0c77569eaa010f.obj,lamp
3739,data/objonly/03001627_obj/44c25bfcff4a4a4e4dea158f05aae320.obj,chair
4610,data/objonly/02828884_obj/59c914e55665b02cf24b3c783ba45ac1.obj,bench
5897,data/objonly/04379243_obj/3365fa395d93bfd8f181ff4e3cb0a33c.obj,table
4781,data/objonly/02828884_obj/8ccb3bf7c49c24c0d4d8765e3910f617.obj,bench
7878,data/objonly/02691156_obj/1df217928b39b927a8cba409c4409ba9.obj,airplane
8184,data/objonly/02691156_obj/2aec6e6096e640add00d52e62bf14ee9.obj,airplane
3837,data/objonly/03001627_obj/4c3f655507cc6aecdbe9c90af547c85d.obj,chair
730,data/objonly/04256520_obj/136d5a16b110c84566b7da89cd9376ad.obj,sofa
3402,data/objonly/03001627_obj/11b7c86fc42306ec7e7e25239e7b8f85.obj,chair
3360,data/objonly/03001627_obj/2f6b0ddf12d1311795bea7c29e873d16.obj,chair
11126,data/objonly/03636649_obj/7d097f4b38f0a8a65b6c7da997b0e5e3.obj,lamp
9613,data/objonly/03636649_obj/78dc5a0c38d5aa2fe59f529cd1b6faa8.obj,lamp
6062,data/objonly/04379243_obj/37e1a5d6689a83d3b03169de4ffd172b.obj,table
6238,data/objonly/04379243_obj/2555bc9595a45e9af36ea1eb6542fe7e.obj,table
9244,data/objonly/03636649_obj/d7a10c837316de2f3ca265f557f5dc3e.obj,lamp
3979,data/objonly/03001627_obj/21a8b1ad63a8d19dd7f7a4c4609b0913.obj,chair
8463,data/objonly/02958343_obj/1bef8891f35535ac2e877e82c90c24d.obj,car
4113,data/objonly/03001627_obj/4a1510e398260ba36b31862e09495f2.obj,chair
1968,data/objonly/04090263_obj/1345ba2c3b27ba786bb9681d4604e123.obj,rifle
9955,data/objonly/03636649_obj/cfebf5d2a0382ee3fcb8d8c6d4df8143.obj,lamp
6949,data/objonly/02691156_obj/380e9e8c3ef07372acd7e882b88d2b.obj,airplane
41,data/objonly/04256520_obj/1543a5ea73b6ab10df2fa7eaa812363c.obj,sofa
3278,data/objonly/03001627_obj/2dd729a07206d1f5746cec00e236149d.obj,chair
218,data/objonly/04256520_obj/5c9b1a32f54b12cf81f667e2a25e0619.obj,sofa
5686,data/objonly/04379243_obj/211d17b0424b10c539d3717288022c20.obj,table
6763,data/objonly/04379243_obj/35f6b25bc7e016228cbb8bac2032149c.obj,table
6513,data/objonly/04379243_obj/221812e480905c5464810cc21086da42.obj,table
5255,data/objonly/02828884_obj/4b00859dc8ce46eff4fb4dee5181bee.obj,bench
2192,data/objonly/04090263_obj/56f810f9af40b569fa57ccfa6a55cc4d.obj,rifle
3022,data/objonly/03001627_obj/49345c62f63818a036be1486373f076.obj,chair
2238,data/objonly/04090263_obj/291534185aa7328217ae750b40e40d3e.obj,rifle
1031,data/objonly/04256520_obj/57e1cdb6f179cbdb98e0d1738edd4f19.obj,sofa
11243,data/objonly/03636649_obj/60fe504827e96df11fcc6cd2b8a40871.obj,lamp
10404,data/objonly/03636649_obj/e6c64600128ca2c176e9713f57a5fcb6.obj,lamp
1302,data/objonly/04090263_obj/1f01ba0f7e0948f56108ae6b1ec0f04e.obj,rifle
7459,data/objonly/02691156_obj/584e076b6cee78addc3757fd1f4189a9.obj,airplane
8513,data/objonly/02958343_obj/35a32cbdfd9e7ba460ed0d611ab79ae0.obj,car
7772,data/objonly/02691156_obj/4e67529b0ca7bd4fb3f2b01de37c0b29.obj,airplane
10523,data/objonly/03636649_obj/75ae2c70aaf3c818d9c283deb7cdce0f.obj,lamp
4444,data/objonly/02828884_obj/7cccf8e8ebd9454fe42c56c78fb88524.obj,bench
3866,data/objonly/03001627_obj/431ca0621cab1313b0204d9cc6bc8619.obj,chair
6708,data/objonly/04379243_obj/2c118800181f296a855931d119219022.obj,table
7318,data/objonly/02691156_obj/44836457aff60736e10e757961deca98.obj,airplane
1843,data/objonly/04090263_obj/55171896c70646cdd87c63d8b3018b58.obj,rifle
7281,data/objonly/02691156_obj/10eeb119fd5508e0d6d949577c389a84.obj,airplane
5174,data/objonly/02828884_obj/1ee7b919637a2acecb2a965e75be701c.obj,bench
3044,data/objonly/03001627_obj/36f85b1709a62c406daafc9da8386a39.obj,chair
6905,data/objonly/02691156_obj/576edc1da4e3fb47b627754c4259e985.obj,airplane
8903,data/objonly/02958343_obj/360cc5c25fd6bf20ea50ea60f77ab4cb.obj,car
4969,data/objonly/02828884_obj/4c26d27e41726d87f359d99f906f117a.obj,bench
8733,data/objonly/02958343_obj/1cf08633fc7e8d193d21cf61f69e40a4.obj,car
4431,data/objonly/02828884_obj/50ef39d633520df0855931d119219022.obj,bench
6940,data/objonly/02691156_obj/229cd78f9ac3e77c8b96ae1a0a8b84ec.obj,airplane
5007,data/objonly/02828884_obj/9b15c79ea9ddff8d5065e2a2857d7fb3.obj,bench
740,data/objonly/04256520_obj/26205c6a0a25d5f884099151cc96de84.obj,sofa
6986,data/objonly/02691156_obj/266ba93989037e6d48e8405d6c51a908.obj,airplane
1460,data/objonly/04090263_obj/2bab6ea5f35db3a4aca4b8a57632be04.obj,rifle
10672,data/objonly/03636649_obj/1eca42abff644eee57a48b78ff77644d.obj,lamp
11157,data/objonly/03636649_obj/796d944631745f69275286bf1f79c201.obj,lamp
705,data/objonly/04256520_obj/359b6d3d29b08dfe19fb4103277a6b93.obj,sofa
10587,data/objonly/03636649_obj/85335cc8e6ac212a3834555ce6c51ffe.obj,lamp
